# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Dec  1 04:39:27 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.015 0.00898 8.00000 0.4000000358 2.1185026169    0.400 -1.680  3.5198  4.751    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.77e-15      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 8.970 9.872 11.246 8.722
0.015 0.00898 8.00000 0.4500000477 2.1822810173    0.450 -1.557  3.5319  4.727    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.27e-15      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 8.662 9.479 10.760 8.364
0.015 0.00898 8.00000 0.5000000000 2.2374541759    0.500 -1.419  3.5480  4.700    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.04e-15      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 8.316 9.030 10.200 7.960
0.015 0.00898 8.00000 0.5233082771 2.2602565289    0.523 -1.336  3.5600  4.684    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.65e-15      0.00 7.098e-01 2.751e-01 2.709e-03 7.308e-04 6.628e-03 -1.000 1.507e-02 8.109 8.747 9.840 7.712
0.015 0.00898 8.00000 0.5500000119 2.2836582661    0.550 -1.244  3.5730  4.666    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.48e-15      0.00 7.098e-01 2.751e-01 2.709e-03 7.307e-04 6.627e-03 -1.000 1.507e-02 7.881 8.439 9.453 7.442
0.015 0.00898 8.00000 0.5553573966 2.2880446911    0.555 -1.223  3.5767  4.664    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-15      0.00 7.098e-01 2.751e-01 2.708e-03 7.307e-04 6.627e-03 -1.000 1.507e-02 7.828 8.364 9.358 7.378
0.015 0.00898 8.00000 0.6000000238 2.3211214542    0.600 -1.069  3.6048  4.657    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.51e-15      0.00 7.099e-01 2.751e-01 2.708e-03 7.306e-04 6.626e-03 -1.000 1.507e-02 7.444 7.831 8.686 6.922
0.015 0.00898 8.00000 0.6217826009 2.3352923393    0.622 -1.001  3.6206  4.667    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.43e-15      0.00 7.099e-01 2.750e-01 2.708e-03 7.306e-04 6.626e-03 -1.000 1.507e-02 7.272 7.582 8.368 6.716
0.015 0.00898 8.00000 0.6439814568 2.3486056328    0.644 -0.960  3.6294  4.676    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.95e-15      0.00 7.099e-01 2.750e-01 2.708e-03 7.305e-04 6.625e-03 -1.000 1.506e-02 7.170 7.437 8.185 6.595
0.015 0.00898 8.00000 0.6499999762 2.3520355225    0.650 -0.951  3.6309  4.678    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.06e-15      0.00 7.099e-01 2.750e-01 2.708e-03 7.305e-04 6.625e-03 -1.000 1.505e-02 7.148 7.408 8.149 6.571
0.015 0.00898 8.00000 0.6599594355 2.3575532436    0.660 -0.938  3.6333  4.681    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.22e-15      0.00 7.099e-01 2.750e-01 2.708e-03 7.305e-04 6.625e-03 -1.000 1.505e-02 7.114 7.363 8.092 6.532
0.015 0.00898 8.00000 0.7000000477 2.3779268265    0.700 -0.844  3.6493  4.676    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.94e-15      0.00 7.100e-01 2.749e-01 2.708e-03 7.304e-04 6.625e-03 -1.000 1.507e-02 6.880 7.051 7.711 6.268
0.015 0.00898 8.00000 0.7095137835 2.3823804855    0.710 -0.817  3.6543  4.675    0  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-14      0.00 7.100e-01 2.749e-01 2.700e-03 7.302e-04 6.625e-03 -1.000 1.505e-02 6.813 6.961 7.600 6.193
0.015 0.00898 8.00000 0.7500000000 2.3998889923    0.750 -0.701  3.6759  4.669    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-14      0.00 7.101e-01 2.749e-01 2.671e-03 7.293e-04 6.624e-03 -1.000 1.501e-02 6.522 6.579 7.138 5.872
0.015 0.00898 8.00000 0.8000000715 2.4187245369    0.800 -0.573  3.6952  4.647    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-14      0.00 7.101e-01 2.749e-01 2.670e-03 7.293e-04 6.624e-03 -1.000 1.507e-02 6.202 6.197 6.695 5.538
0.015 0.00898 8.00000 0.8474706411 2.4342627525    0.847 -0.457  3.7123  4.625    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.32e-14      0.00 7.102e-01 2.748e-01 2.670e-03 7.291e-04 6.623e-03 -1.000 1.500e-02 5.914 5.864 6.315 5.247
0.015 0.00898 8.00000 0.8500000238 2.4350347519    0.850 -0.451  3.7132  4.624    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-14      0.00 7.102e-01 2.748e-01 2.670e-03 7.291e-04 6.623e-03 -1.000 1.500e-02 5.899 5.847 6.296 5.232
0.015 0.00898 8.00000 0.8999999762 2.4492788315    0.899 -0.337  3.7302  4.602    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.05e-14      0.00 7.102e-01 2.748e-01 2.670e-03 7.290e-04 6.621e-03 -1.000 1.506e-02 5.613 5.528 5.937 4.951
0.015 0.00898 8.00000 0.9499999881 2.4618122578    0.950 -0.229  3.7452  4.577    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.92e-14      0.00 7.103e-01 2.747e-01 2.669e-03 7.288e-04 6.620e-03 -1.000 1.505e-02 5.342 5.236 5.609 4.693
0.015 0.00898 8.00000 1.0000000000 2.4729156494    1.000 -0.120  3.7590  4.547    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.07e-14      0.00 7.104e-01 2.746e-01 2.669e-03 7.286e-04 6.617e-03 -1.000 1.506e-02 5.071 4.952 5.294 4.442
0.015 0.00898 8.00000 1.0270019770 2.4783973694    1.027 -0.064  3.7659  4.529    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-14      0.00 7.105e-01 2.745e-01 2.667e-03 7.283e-04 6.615e-03 -1.000 1.503e-02 4.930 4.807 5.133 4.314
0.015 0.00898 8.00000 1.0499999523 2.4828116894    1.050 -0.021  3.7712  4.517    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.99e-14      0.00 7.106e-01 2.744e-01 2.667e-03 7.282e-04 6.615e-03 -1.000 1.502e-02 4.823 4.697 5.011 4.217
0.015 0.00898 8.00000 1.1000000238 2.4916803837    1.099  0.077  3.7825  4.484    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.01e-14      0.00 7.108e-01 2.741e-01 2.665e-03 7.277e-04 6.609e-03 -1.000 1.507e-02 4.577 4.449 4.738 3.996
0.015 0.00898 8.00000 1.1128921509 2.4938189983    1.112  0.105  3.7859  4.475    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.35e-14      0.00 7.109e-01 2.741e-01 2.664e-03 7.274e-04 6.607e-03 -1.000 1.504e-02 4.507 4.379 4.660 3.934
0.015 0.00898 8.00000 1.1499999762 2.4996678829    1.149  0.173  3.7935  4.451    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.15e-14      0.00 7.112e-01 2.739e-01 2.662e-03 7.269e-04 6.603e-03 -1.000 1.494e-02 4.337 4.209 4.475 3.783
0.015 0.00898 8.00000 1.2000000477 2.5068950653    1.200  0.263  3.8034  4.419    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.23e-14      0.00 7.112e-01 2.738e-01 2.662e-03 7.269e-04 6.603e-03 -1.000 1.501e-02 4.112 3.985 4.231 3.583
0.015 0.00898 8.00000 1.2500000000 2.5134611130    1.250  0.350  3.8130  4.389    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-13      0.00 7.113e-01 2.737e-01 2.662e-03 7.269e-04 6.603e-03 -1.000 1.501e-02 3.896 3.773 4.000 3.394
0.015 0.00898 8.00000 1.2999999523 2.5194499493    1.300  0.431  3.8222  4.362    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-13      0.00 7.113e-01 2.737e-01 2.662e-03 7.268e-04 6.602e-03 -1.000 1.500e-02 3.693 3.571 3.782 3.213
0.015 0.00898 8.00000 1.3500000238 2.5249314308    1.350  0.508  3.8317  4.339    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 7.113e-01 2.737e-01 2.661e-03 7.268e-04 6.602e-03 -1.000 1.498e-02 3.501 3.380 3.575 3.044
0.015 0.00898 8.00000 1.3999999762 2.5299651623    1.400  0.580  3.8413  4.321    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-13      0.00 7.114e-01 2.737e-01 2.661e-03 7.268e-04 6.601e-03 -1.000 1.494e-02 3.319 3.202 3.381 2.889
0.015 0.00898 8.00000 1.4500000477 2.5346016884    1.450  0.649  3.8521  4.311    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-13      0.00 7.114e-01 2.736e-01 2.661e-03 7.267e-04 6.601e-03 -1.000 1.502e-02 3.148 3.034 3.197 2.747
0.015 0.00898 8.00000 1.5000000000 2.5388846397    1.500  0.715  3.8644  4.309    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-13      0.00 7.115e-01 2.735e-01 2.660e-03 7.265e-04 6.600e-03 -1.000 1.501e-02 2.983 2.875 3.019 2.617
0.015 0.00898 8.00000 1.5499999523 2.5428512096    1.550  0.778  3.8776  4.313    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.04e-14      0.00 7.115e-01 2.735e-01 2.660e-03 7.264e-04 6.598e-03 -1.000 1.502e-02 2.826 2.727 2.850 2.501
0.015 0.00898 8.00000 1.6000001431 2.5465342999    1.600  0.839  3.8909  4.319    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.79e-14      0.00 7.116e-01 2.734e-01 2.659e-03 7.263e-04 6.597e-03 -1.000 1.501e-02 2.673 2.584 2.688 2.391
0.015 0.00898 8.00000 1.6433148384 2.5495171547    1.643  0.889  3.9018  4.323    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.11e-14      0.00 7.116e-01 2.734e-01 2.659e-03 7.262e-04 6.596e-03 -1.000 1.500e-02 2.547 2.469 2.558 2.304
0.015 0.00898 8.00000 1.6499999762 2.5499615669    1.649  0.897  3.9034  4.324    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -3.8e-14      0.00 7.116e-01 2.734e-01 2.659e-03 7.262e-04 6.596e-03 -1.000 1.499e-02 2.528 2.452 2.538 2.291
0.015 0.00898 8.00000 1.7000000477 2.5531582832    1.699  0.953  3.9153  4.328    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.117e-01 2.733e-01 2.659e-03 7.261e-04 6.596e-03 -1.000 1.498e-02 2.388 2.328 2.398 2.197
0.015 0.00898 8.00000 1.7500000000 2.5561456680    1.749  1.007  3.9265  4.332    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.117e-01 2.733e-01 2.658e-03 7.260e-04 6.595e-03 -1.000 1.502e-02 2.253 2.213 2.268 2.109
0.015 0.00898 8.00000 1.7896460295 2.5583784580    1.788  1.048  3.9348  4.334    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.118e-01 2.732e-01 2.658e-03 7.259e-04 6.594e-03 -1.000 1.498e-02 2.150 2.128 2.172 2.043
0.015 0.00898 8.00000 1.7999997139 2.5589430332    1.799  1.059  3.9369  4.334    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.118e-01 2.732e-01 2.658e-03 7.259e-04 6.594e-03 -1.000 1.497e-02 2.124 2.106 2.148 2.027
0.015 0.00898 8.00000 1.8499999046 2.5615673065    1.849  1.108  3.9468  4.336    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.119e-01 2.732e-01 2.658e-03 7.258e-04 6.593e-03 -1.000 1.497e-02 2.000 2.008 2.040 1.949
0.015 0.00898 8.00000 1.8999999762 2.5640332699    1.899  1.156  3.9559  4.336    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.118e-01 2.732e-01 2.657e-03 7.257e-04 6.592e-03 -1.000 1.497e-02 1.879 1.916 1.939 1.873
