# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Thu Nov 18 13:18:16 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.015 0.00898 8.60206 0.0900000036 1.0816895962    0.090 -3.207  3.3791  5.068    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.69e-17      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 12.788 14.834 17.705 13.349
0.015 0.00898 8.60206 0.0972020403 1.1472997665    0.097 -3.130  3.3920  5.076    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.74e-17      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 12.596 14.643 17.517 13.157
0.015 0.00898 8.60206 0.1000000089 1.1711064577    0.100 -3.101  3.3970  5.079    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.18e-17      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 12.523 14.570 17.446 13.084
0.015 0.00898 8.60206 0.1056186408 1.2163972855    0.106 -3.048  3.4054  5.083    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-16      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 12.390 14.437 17.314 12.951
0.015 0.00898 8.60206 0.1099780425 1.2494326830    0.110 -3.004  3.4118  5.083    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-16      0.00 7.098e-01 2.751e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 12.281 14.328 17.204 12.842
0.015 0.00898 8.60206 0.1200000048 1.3193155527    0.120 -2.907  3.4263  5.081    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-16      0.00 7.097e-01 2.752e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 12.038 13.955 16.655 12.499
0.015 0.00898 8.60206 0.1220946684 1.3329659700    0.122 -2.891  3.4282  5.080    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-16      0.00 7.097e-01 2.752e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 11.997 13.887 16.549 12.437
0.015 0.00898 8.60206 0.1400000006 1.4384527206    0.140 -2.745  3.4442  5.057    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-16      0.00 7.097e-01 2.752e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 11.632 13.310 15.693 11.911
0.015 0.00898 8.60206 0.1599999964 1.5372931957    0.160 -2.622  3.4570  5.044    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.28e-16      0.00 7.097e-01 2.753e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 11.324 12.839 15.005 11.483
0.015 0.00898 8.60206 0.2000000179 1.6938792467    0.200 -2.423  3.4754  5.015    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-16      0.00 7.096e-01 2.753e-01 2.709e-03 7.309e-04 6.629e-03 -1.000 1.507e-02 10.826 12.129 14.012 10.834
